image_index,filename,saved_at,camera_frame_index,image_width,image_height,notes
1,frame_000001_20260703_164107_729.jpg,2026-07-03T16:41:07.748,729,640,480,
2,frame_000002_20260703_164110_498.jpg,2026-07-03T16:41:10.505,1002,640,480,
