image_index,filename,saved_at,camera_frame_index,image_width,image_height,notes
1,frame_000001_20260703_164710_999.jpg,2026-07-03T16:47:11.023,6,1280,720,
2,frame_000002_20260703_164717_715.jpg,2026-07-03T16:47:17.731,207,1280,720,
