image_index,filename,saved_at,camera_frame_index,image_width,image_height,notes
1,frame_000001_20260703_164209_783.jpg,2026-07-03T16:42:09.819,889,1920,1200,
2,frame_000002_20260703_164216_166.jpg,2026-07-03T16:42:16.193,1080,1920,1200,
